"","AQ1","Erosion_Sym","Ag_Acres"
"1","Crops - Dryland","AlB",0.012636251389874
"2","Crops - Dryland","AlD",0.884353102425948
"3","Crops - Dryland","AnF",7.10238537268776
"4","Crops - Dryland","AsC",761.147611611839
"5","Crops - Dryland","AsD",901.209146723515
"6","Crops - Dryland","AsE",501.551976984425
"7","Crops - Dryland","AsE3",383.005770408792
"8","Crops - Dryland","AsF",105.139167340626
"9","Crops - Dryland","AtB",6169.15618511062
"10","Crops - Dryland","AtD",45727.7980759335
"11","Crops - Dryland","AtD3",1059.10324798237
"12","Crops - Dryland","AtE",14910.634054701
"13","Crops - Dryland","AtE3",3304.03626124347
"14","Crops - Dryland","AtF",1141.0587399612
"15","Crops - Dryland","AtF3",464.452029278627
"16","Crops - Dryland","AuC",477.038265657331
"17","Crops - Dryland","AuD2",377.826055604599
"18","Crops - Dryland","AuE2",384.469961798497
"19","Crops - Dryland","BcF",0.199713774870008
"20","Crops - Dryland","CdD",1.09062193573341
"21","Crops - Dryland","ChB",95.0529947207216
"22","Crops - Dryland","ChC",1106.46335865753
"23","Crops - Dryland","ChD",1501.27735587426
"24","Crops - Dryland","ChE",478.284746654332
"25","Crops - Dryland","CoC",173.65858124289
"26","Crops - Dryland","CoC2",2625.39614077602
"27","Crops - Dryland","CoD",18.481394456434
"28","Crops - Dryland","CoD3",310.140477001524
"29","Crops - Dryland","CvA",1287.19740425013
"30","Crops - Dryland","CwA",317.53300880149
"31","Crops - Dryland","EyA",1.45779088411332
"32","Crops - Dryland","EyA2",161.840788835802
"33","Crops - Dryland","EzA",64.1398978796753
"34","Crops - Dryland","FaC2",64.8629660629814
"35","Crops - Dryland","FaD2",390.311107513801
"36","Crops - Dryland","FaE",160.494946700731
"37","Crops - Dryland","FeB",36.5634029147138
"38","Crops - Dryland","FeC",494.682184822418
"39","Crops - Dryland","FeD",1292.47197905375
"40","Crops - Dryland","FeE",479.424026508828
"41","Crops - Dryland","GnF",0.00517337959126788
"42","Crops - Dryland","GwF",703.01058880898
"43","Crops - Dryland","HmA",1430.80283449343
"44","Crops - Dryland","Hr",0.350457474033223
"45","Crops - Dryland","KlF",4.94434245998618
"46","Crops - Dryland","KuD",71.1470935291065
"47","Crops - Dryland","KvF",613.047703980067
"48","Crops - Dryland","LaF",139.18774361171
"49","Crops - Dryland","LcF",0.217761895338821
"50","Crops - Dryland","LkD",160.424438773339
"51","Crops - Dryland","LkE",5.44390311150667
"52","Crops - Dryland","LrD3",235.356663473494
"53","Crops - Dryland","LvF",185.733111855552
"54","Crops - Dryland","MgD",34.0683836450655
"55","Crops - Dryland","MoA",934.745999532927
"56","Crops - Dryland","MsC",15.0135839363503
"57","Crops - Dryland","MvD",1.0732927666245
"58","Crops - Dryland","OlB",0.6625678274248
"59","Crops - Dryland","OlC",1250.25453919858
"60","Crops - Dryland","OlD",762.8494113055
"61","Crops - Dryland","OlE",280.05897306072
"62","Crops - Dryland","OnA",1167.94684523861
"63","Crops - Dryland","OnD",0.00299163066291557
"64","Crops - Dryland","OsC",0.195290707401505
"65","Crops - Dryland","Ox",0.0014073951441482
"66","Crops - Dryland","PaB",2582.46194600709
"67","Crops - Dryland","PaD",9042.26729270869
"68","Crops - Dryland","PaD3",363.060835806906
"69","Crops - Dryland","PaE",2196.12412338621
"70","Crops - Dryland","PaE3",1637.33223442871
"71","Crops - Dryland","PaF",336.608143975808
"72","Crops - Dryland","PeC",2050.37098270629
"73","Crops - Dryland","PeD2",606.810075483194
"74","Crops - Dryland","PeE2",470.317772587974
"75","Crops - Dryland","Pits",8.47396223341839
"76","Crops - Dryland","PkA",182.150559995534
"77","Crops - Dryland","PlA",170.14614646358
"78","Crops - Dryland","PlB",1.3025993379808
"79","Crops - Dryland","PoA",35.6249522630275
"80","Crops - Dryland","RcE",1127.99233613628
"81","Crops - Dryland","ReB",262.19966302035
"82","Crops - Dryland","ReD",6372.67743789672
"83","Crops - Dryland","ReE",705.095983960688
"84","Crops - Dryland","ReF",140.685819101604
"85","Crops - Dryland","RlD",0.0014499731247499
"86","Crops - Dryland","Rn",37.0540253771404
"87","Crops - Dryland","Ro",39.6985075562676
"88","Crops - Dryland","RrE",44.9592974329435
"89","Crops - Dryland","RsD",455.705529308774
"90","Crops - Dryland","RsE",405.624260794446
"91","Crops - Dryland","RsF",4.84906537773289
"92","Crops - Dryland","RuD",376.578801244457
"93","Crops - Dryland","RuF",512.599192597866
"94","Crops - Dryland","Rw",0.123914026839906
"95","Crops - Dryland","SpC",227.025561745157
"96","Crops - Dryland","Tc",9.20366809826028
"97","Crops - Dryland","ToC",49.5527609651557
"98","Crops - Dryland","ToE",2.68479309732933
"99","Crops - Dryland","ToF",2.98025408223371
"100","Crops - Dryland","TsC",100.578318164375
"101","Crops - Dryland","TuC",224.117554507556
"102","Crops - Dryland","TuD",896.429012881228
"103","Crops - Dryland","TuE",741.39773071938
"104","Crops - Dryland","TuE3",1047.08193377777
"105","Crops - Dryland","TuF",44.3907130013269
"106","Crops - Dryland","W",0.995219293011026
"107","Crops - Dryland","WaB",0.141446649714054
"108","Crops - Dryland","WaC",0.118540977116994
"109","Crops - Dryland","WaD",58.5180296030092
"110","Crops - Dryland","WaD2",0.288935897509393
"111","Crops - Dryland","WaE",14.0595993218572
"112","Crops - Dryland","WaF",0.949250627841301
"113","Crops - Dryland","WhC",444.901790884913
"114","Crops - Dryland","WhD",732.508207630684
"115","Crops - Dryland","WhE",596.110758024508
"116","Crops - Dryland","WhE3",1231.54116427825
"117","Crops - Dryland","WhF",38.4278259784915
"118","Crops - Dryland","Wr",19.1795650662725
"119","Crops - Dryland","WwB",5425.14817545551
"120","Crops - Dryland","WwD",36112.2301434335
"121","Crops - Dryland","WwD3",381.219710808578
"122","Crops - Dryland","WwE",15551.6180324347
"123","Crops - Dryland","WwE3",1016.254614162
"124","Crops - Dryland","WwF",1702.064824659
"125","Crops - Dryland","WyE",139.622353647313
"126","Crops - Dryland","YmA",38.8708943107013
"127","Crops - Dryland","YvA",12.6528415444204
"128","Crops - Dryland","YvB",18.8705047500914
"129","Crops - Irrigated","AsE",0.231350880024773
"130","Crops - Irrigated","AsE3",2.77980094799784
"131","Crops - Irrigated","AtD",12.811487105664
"132","Crops - Irrigated","AtF",4.6187867842215
"133","Crops - Irrigated","ChB",49.5520263666093
"134","Crops - Irrigated","ChC",152.048747624
"135","Crops - Irrigated","ChD",17.087937093646
"136","Crops - Irrigated","ChE",4.89571785291557
"137","Crops - Irrigated","CvA",25.4628751088496
"138","Crops - Irrigated","CwA",24.1526645812675
"139","Crops - Irrigated","EyA2",4.06232368038834
"140","Crops - Irrigated","EzA",77.9973244095276
"141","Crops - Irrigated","FaC2",1.19791283144405
"142","Crops - Irrigated","FaD2",6.64457245802584
"143","Crops - Irrigated","FaE",10.729121099216
"144","Crops - Irrigated","FeB",17.5213183853718
"145","Crops - Irrigated","FeC",105.016673324522
"146","Crops - Irrigated","FeD",32.4614121133555
"147","Crops - Irrigated","FeE",20.9813222627192
"148","Crops - Irrigated","GwF",6.1541120371096
"149","Crops - Irrigated","HmA",159.19091401177
"150","Crops - Irrigated","KvF",11.4067080117916
"151","Crops - Irrigated","MoA",176.546892453098
"152","Crops - Irrigated","OnA",298.616794433103
"153","Crops - Irrigated","PaB",5.93807973881261
"154","Crops - Irrigated","PaD",5.18239511857997
"155","Crops - Irrigated","PeD2",0.0511260493624614
"156","Crops - Irrigated","PkA",621.089363046023
"157","Crops - Irrigated","PlA",214.259080207547
"158","Crops - Irrigated","PoA",29.3247368851086
"159","Crops - Irrigated","Rn",37.1648476814495
"160","Crops - Irrigated","Ro",0.136102159364852
"161","Crops - Irrigated","RrE",0.161555957444421
"162","Crops - Irrigated","RsE",0.605202709507507
"163","Crops - Irrigated","RuD",4.57411770984454
"164","Crops - Irrigated","RuF",0.289435071778641
"165","Crops - Irrigated","W",0.267679370249748
"166","Crops - Irrigated","WwD",22.8211652925691
"167","Crops - Irrigated","WwF",1.94406797037394
"168","Crops - Irrigated","YmA",61.5267255500056
"169","Crops - Irrigated","YvA",9.63531922197619
"170","Crops - Irrigated","YvB",56.9607898022845
"171","Cultivated Crops","AnF",0.053268110552374
"172","Cultivated Crops","AsC",27.0181027689691
"173","Cultivated Crops","AsD",51.5960306047019
"174","Cultivated Crops","AsE",62.135680862593
"175","Cultivated Crops","AsE3",15.535018920965
"176","Cultivated Crops","AsF",42.2647477904998
"177","Cultivated Crops","AtB",75.6987696665993
"178","Cultivated Crops","AtD",760.301295824801
"179","Cultivated Crops","AtD3",45.3519472890887
"180","Cultivated Crops","AtE",644.907128815534
"181","Cultivated Crops","AtE3",181.659917448406
"182","Cultivated Crops","AtF",625.196683300448
"183","Cultivated Crops","AtF3",58.6426192887148
"184","Cultivated Crops","AuC",8.57165182973942
"185","Cultivated Crops","AuD2",4.73319127716201
"186","Cultivated Crops","AuE2",21.4572286412684
"187","Cultivated Crops","BcF",0.0402142549214446
"188","Cultivated Crops","CdD",0.15503553060296
"189","Cultivated Crops","ChC",8.86958705694864
"190","Cultivated Crops","ChD",20.1319110713733
"191","Cultivated Crops","ChE",48.2076908520732
"192","Cultivated Crops","CoC",13.2231914697173
"193","Cultivated Crops","CoC2",121.296126826839
"194","Cultivated Crops","CoD",0.485648939101563
"195","Cultivated Crops","CoD3",29.2399435498484
"196","Cultivated Crops","CvA",233.047185086779
"197","Cultivated Crops","CwA",21.8657692942643
"198","Cultivated Crops","EyA2",4.78771335053867
"199","Cultivated Crops","EzA",10.9453231698983
"200","Cultivated Crops","FaC2",0.0077551068203411
"201","Cultivated Crops","FeC",3.72468668538357
"202","Cultivated Crops","FeD",8.9121464708821
"203","Cultivated Crops","FeE",15.4947777023541
"204","Cultivated Crops","GwF",373.004903458539
"205","Cultivated Crops","HmA",123.905110284825
"206","Cultivated Crops","KlF",0.118593577189668
"207","Cultivated Crops","KuD",40.8337584247185
"208","Cultivated Crops","KvF",271.755626156381
"209","Cultivated Crops","LaF",16.0624646001136
"210","Cultivated Crops","LcF",0.0171944317822374
"211","Cultivated Crops","LkD",6.19042665034984
"212","Cultivated Crops","LkE",1.79330997337513
"213","Cultivated Crops","LrD3",23.084226680783
"214","Cultivated Crops","LvF",104.09737424125
"215","Cultivated Crops","MgD",0.0266860542826676
"216","Cultivated Crops","MoA",153.855482240152
"217","Cultivated Crops","OlC",16.9589743982117
"218","Cultivated Crops","OlD",25.0165518946602
"219","Cultivated Crops","OlE",65.6404905354905
"220","Cultivated Crops","OnA",92.5446736390965
"221","Cultivated Crops","PaB",54.7880210729308
"222","Cultivated Crops","PaD",255.633089065961
"223","Cultivated Crops","PaD3",30.2486011506482
"224","Cultivated Crops","PaE",283.912173984911
"225","Cultivated Crops","PaE3",273.50042163258
"226","Cultivated Crops","PaF",243.990911264288
"227","Cultivated Crops","PeC",26.869312771818
"228","Cultivated Crops","PeD2",23.3270487345743
"229","Cultivated Crops","PeE2",29.9036560074701
"230","Cultivated Crops","Pits",2.55561212243846
"231","Cultivated Crops","PkA",38.2380168669008
"232","Cultivated Crops","PlA",46.056099072993
"233","Cultivated Crops","PoA",39.1021843910205
"234","Cultivated Crops","RcE",75.2894554652921
"235","Cultivated Crops","ReB",0.063909214684448
"236","Cultivated Crops","ReD",46.9299602690174
"237","Cultivated Crops","ReE",16.6314266691809
"238","Cultivated Crops","ReF",15.5549938508898
"239","Cultivated Crops","Rn",3.84946050944227
"240","Cultivated Crops","Ro",20.5459554134767
"241","Cultivated Crops","RrE",0.0797878097825479
"242","Cultivated Crops","RsD",2.47808722567731
"243","Cultivated Crops","RsE",25.2861899640115
"244","Cultivated Crops","RsF",0.728722107101044
"245","Cultivated Crops","RuD",28.7037647772662
"246","Cultivated Crops","RuF",190.601344269886
"247","Cultivated Crops","SpC",1.73227145426224
"248","Cultivated Crops","Tc",2.03592781742759
"249","Cultivated Crops","ToC",2.12385740220843
"250","Cultivated Crops","ToE",0.895868320367133
"251","Cultivated Crops","TsC",1.00643421905269
"252","Cultivated Crops","TuC",10.0514632510704
"253","Cultivated Crops","TuD",40.0212764488207
"254","Cultivated Crops","TuE",85.4891112254927
"255","Cultivated Crops","TuE3",138.089059981618
"256","Cultivated Crops","TuF",20.5695073555745
"257","Cultivated Crops","W",2.89596665593769
"258","Cultivated Crops","WaB",0.000126500320051384
"259","Cultivated Crops","WaC",0.0165725604940575
"260","Cultivated Crops","WaD",1.82953629873814
"261","Cultivated Crops","WaE",0.0410395458663
"262","Cultivated Crops","WaF",1.13909073941011
"263","Cultivated Crops","WhC",12.7110555414598
"264","Cultivated Crops","WhD",46.2344878117593
"265","Cultivated Crops","WhE",86.743515446084
"266","Cultivated Crops","WhE3",164.59657816064
"267","Cultivated Crops","WhF",25.4837898213183
"268","Cultivated Crops","Wr",9.94206456314852
"269","Cultivated Crops","WwB",41.7885050795987
"270","Cultivated Crops","WwD",323.977407811613
"271","Cultivated Crops","WwD3",19.4342001566353
"272","Cultivated Crops","WwE",560.929769339959
"273","Cultivated Crops","WwE3",69.1045235683458
"274","Cultivated Crops","WwF",509.741038605794
"275","Cultivated Crops","WyE",11.9902229623366
"276","Cultivated Crops","YvA",0.193775227684422
"277","Cultivated Crops","YvB",6.87055150382655
"278","Rangeland","AlB",0.000403781654325005
"279","Rangeland","AlD",0.683460867146105
"280","Rangeland","AlE",0.485797385546856
"281","Rangeland","AnF",5666.05634791467
"282","Rangeland","AsC",295.881038860712
"283","Rangeland","AsD",1407.84638056206
"284","Rangeland","AsE",1207.65507687563
"285","Rangeland","AsE3",188.364161706088
"286","Rangeland","AsF",1327.3230488252
"287","Rangeland","AtB",36.0106025302518
"288","Rangeland","AtD",848.589507494625
"289","Rangeland","AtD3",36.9983777458676
"290","Rangeland","AtE",782.531308931155
"291","Rangeland","AtE3",257.404413068473
"292","Rangeland","AtF",1738.47748669028
"293","Rangeland","AtF3",247.030495751036
"294","Rangeland","AuC",16.3541858870504
"295","Rangeland","AuD2",23.7895162143546
"296","Rangeland","AuE2",69.7291601053577
"297","Rangeland","BcD",0.766859930201718
"298","Rangeland","BcF",1.15387143340406
"299","Rangeland","CdD",1.30107997444091
"300","Rangeland","ChB",86.0669737355341
"301","Rangeland","ChC",810.579495711597
"302","Rangeland","ChD",1512.91723028924
"303","Rangeland","ChE",697.498492567363
"304","Rangeland","ChE2",0.0482086930451253
"305","Rangeland","CoC",3066.98233085493
"306","Rangeland","CoC2",1354.28025808146
"307","Rangeland","CoD",332.551342322628
"308","Rangeland","CoD3",378.106416970266
"309","Rangeland","CvA",149.173768867301
"310","Rangeland","CwA",223.333207925162
"311","Rangeland","Du",111.949583853878
"312","Rangeland","EvB2",17.6174863253954
"313","Rangeland","EwB",196.023573917963
"314","Rangeland","EyA2",22.5287513197876
"315","Rangeland","EzA",415.146049975944
"316","Rangeland","FaA",45.6588698360036
"317","Rangeland","FaC2",166.236818180411
"318","Rangeland","FaD2",580.709559390319
"319","Rangeland","FaE",650.884192176643
"320","Rangeland","FeB",69.7780075480366
"321","Rangeland","FeC",675.4511054121
"322","Rangeland","FeD",1838.25251557415
"323","Rangeland","FeE",1518.47456922249
"324","Rangeland","GnF",3.29922517648073
"325","Rangeland","GrF",0.00558192485279306
"326","Rangeland","GwF",14615.0840424184
"327","Rangeland","HmA",88.148424993704
"328","Rangeland","Hr",0.106235678142541
"329","Rangeland","KlF",3885.6032353026
"330","Rangeland","KrG",1699.60314880875
"331","Rangeland","KuD",1281.55814428156
"332","Rangeland","KvF",17192.4818535298
"333","Rangeland","LaF",3918.09192370198
"334","Rangeland","LcF",15.3269442879864
"335","Rangeland","LkD",1378.21768803882
"336","Rangeland","LkE",775.987946310266
"337","Rangeland","LnF",3.07467595514902
"338","Rangeland","LrD3",320.312346839612
"339","Rangeland","LvF",1727.58503461774
"340","Rangeland","MgD",40.6848747997015
"341","Rangeland","MoA",272.325680663298
"342","Rangeland","MsC",1.04415374716499
"343","Rangeland","MvD",63.4752764670461
"344","Rangeland","OlB",0.0850773599891504
"345","Rangeland","OlC",813.575433117645
"346","Rangeland","OlD",779.967574922781
"347","Rangeland","OlE",2070.58314525044
"348","Rangeland","OnA",265.574859237308
"349","Rangeland","OnD",0.0685698732531051
"350","Rangeland","OsC",0.0599301671591178
"351","Rangeland","Ox",0.00469791869931587
"352","Rangeland","PaB",45.4133424260113
"353","Rangeland","PaD",402.730227338207
"354","Rangeland","PaD3",3.97270557235654
"355","Rangeland","PaE",805.585596009917
"356","Rangeland","PaE3",310.626344714558
"357","Rangeland","PaF",1708.16343607284
"358","Rangeland","PeC",254.216752308741
"359","Rangeland","PeD2",194.645115636954
"360","Rangeland","PeE2",462.101648577223
"361","Rangeland","PkA",468.203521260729
"362","Rangeland","PlA",1130.83941252109
"363","Rangeland","PoA",1793.4565798114
"364","Rangeland","RcE",41.0141991089718
"365","Rangeland","ReB",2.09211885804128
"366","Rangeland","ReD",929.323983787051
"367","Rangeland","ReE",483.103126314114
"368","Rangeland","ReF",541.228083591718
"369","Rangeland","RlD",0.0683480272640299
"370","Rangeland","RlE",0.041974624449625
"371","Rangeland","Rn",348.441419724763
"372","Rangeland","Ro",8314.40916913831
"373","Rangeland","RrE",1256.31867830359
"374","Rangeland","RsD",874.74738553749
"375","Rangeland","RsE",2037.2869403064
"376","Rangeland","RsF",209.610914506625
"377","Rangeland","RuD",1939.07952919801
"378","Rangeland","RuF",7240.79175120039
"379","Rangeland","SpC",259.802168850077
"380","Rangeland","SrD",450.890085602491
"381","Rangeland","Tc",443.165645698744
"382","Rangeland","ToC",5285.50910535656
"383","Rangeland","ToE",1829.76139936962
"384","Rangeland","ToF",9010.06745322418
"385","Rangeland","TsC",1076.42278787456
"386","Rangeland","TuC",77.9615977148704
"387","Rangeland","TuD",178.441982150633
"388","Rangeland","TuE",348.30493313879
"389","Rangeland","TuE3",269.438674900545
"390","Rangeland","TuF",809.197360221437
"391","Rangeland","W",106.550802342176
"392","Rangeland","WaB",0.109072916647402
"393","Rangeland","WaC",0.110993543588376
"394","Rangeland","WaE",3.6465139935835
"395","Rangeland","WaF",3.42914155187025
"396","Rangeland","WhC",244.305293652755
"397","Rangeland","WhD",253.380733283442
"398","Rangeland","WhE",952.508600210082
"399","Rangeland","WhE3",745.816132691837
"400","Rangeland","WhF",705.981763281924
"401","Rangeland","Wr",1352.58354580431
"402","Rangeland","WwB",419.259034615788
"403","Rangeland","WwD",4493.60886302806
"404","Rangeland","WwD3",38.3414475378852
"405","Rangeland","WwE",2744.18428047062
"406","Rangeland","WwE3",72.7161001834423
"407","Rangeland","WwF",5000.07993042948
"408","Rangeland","WyE",9.91178298070821
"409","Rangeland","YmA",53.9902979055502
"410","Rangeland","YvA",164.994688138997
"411","Rangeland","YvB",86.1165983039759
